Title:The NANOGrav 11yr Data Set: Limits on Supermassive Black Hole Binaries in Galaxies within 500Mpc
Authors: Arzoumanian et al. Corresponding author: Maria Charisi [maria.charisi[at]nanograv.org]
Table: 2MRS galaxy catalog with estimates of the SMBH mass and distance, along with the GW strain upper limit towards the direction of each galaxy.
================================================================================
Byte-by-byte Description of file: datafile.txt
--------------------------------------------------------------------------------
   Bytes Format Units       Label            Explanations
--------------------------------------------------------------------------------
   1- 16 A16    ---         Name             Source Name
  17- 21 F5.2   Mpc         Dist             Galaxy Distance in Mpc
  22- 24 F3.2   [solMass]   BHMassfbulge1    SMBH mass assuming fbulge=1
  25- 27 F3.2   [solMass]   BHMassfbulge031  SMBH mass assuming fbulge=0.31
  28- 30 F3.2   [solMass] e_BHMassfbulge1    SMBH mass uncertainty
14493438+4722342 115.50 8.39 8.39 0.46 3.11e-15 3 4
14524119-2448279 97.83 8.78 8.78 0.44 2.69e-15 3 4
15104145-4512216 154.00 9.31 9.31 0.44 2.93e-15 3 4
15560742-0832442 80.90 7.66 7.66 0.43 2.28e-15 1 4
19290377-5232002 82.08 8.00 8.00 0.45 2.24e-15 3 4
20220305-4759124 75.85 7.96 7.96 0.43 2.32e-15 1 4
22202303-4813478 82.45 8.59 8.59 0.45 2.76e-15 3 4
22255389+4018533 47.64 7.35 7.35 0.43 3.01e-15 1 4
22344982-2540370 111.96 8.92 8.92 0.44 2.51e-15 3 4
23071256+0845069 87.71 8.04 8.04 0.44 3.02e-15 3 4
07331844-3654533 102.76 8.86 8.32 0.44 7.53e-15 3 5
08183025-2524391 23.90 7.36 6.82 0.44 8.30e-15 2 5
09060030+1845525 53.56 7.32 7.32 0.45 8.33e-15 3 4
10564407+0945324 140.25 9.11 9.11 0.44 5.09e-15 3 4
14061237-3304275 194.29 9.75 9.75 0.39 2.54e-15 3 3
16062544+1541091 141.89 9.38 9.38 0.43 2.27e-15 1 3
16153554+1927123 136.20 9.17 9.17 0.44 2.27e-15 3 4
16571426-0613510 101.85 8.05 8.05 0.43 2.20e-15 1 4
20373216-2734365 87.74 8.11 8.11 0.42 2.08e-15 3 4
20574237-6126192 53.45 7.58 7.58 0.39 2.64e-15 1 3
02101623+0750432 99.54 8.00 8.00 0.43 6.63e-15 1 4
03312372+3944295 85.81 8.68 8.68 0.43 7.02e-15 2 4
08501179+3504351 40.18 7.31 7.31 0.44 7.64e-15 1 4
09303607+0607192 54.56 8.15 8.15 0.44 7.69e-15 3 4
11401921-4213245 146.91 9.17 9.17 0.43 4.02e-15 3 4
15171819-2217509 82.40 7.77 7.77 0.44 2.62e-15 1 4
16314966-8457276 189.25 9.45 9.45 0.45 3.15e-15 3 4
17525449+2312396 61.41 7.49 7.49 0.44 2.18e-15 2 4
19020143-6302514 65.74 7.79 7.79 0.44 2.45e-15 2 4
20152387-7032159 59.43 8.23 8.23 0.45 2.63e-15 2 4
00173036-0649286 115.86 8.16 8.16 0.44 3.45e-15 1 4
01523770+3607362 63.09 7.92 7.92 0.39 5.94e-15 1 3
04201232+3608446 85.72 8.69 8.15 0.43 8.83e-15 2 5
05025424-2021591 100.46 8.79 8.79 0.44 9.91e-15 1 4
05502438-0636586 89.61 8.18 8.18 0.46 1.22e-14 3 4
07164122+5323091 271.96 9.88 9.88 0.45 7.40e-15 3 4
07224316+2130471 118.09 8.96 8.96 0.44 9.62e-15 3 4
14115599+2706503 155.71 9.22 9.22 0.44 2.74e-15 3 4
17152853+3053444 128.84 9.03 9.03 0.44 2.50e-15 3 4
19083353+5321233 155.55 8.66 8.66 0.45 3.00e-15 3 4
22154353+3714345 84.44 8.62 8.62 0.44 2.97e-15 2 4
02101480+4131184 75.95 8.55 8.55 0.43 5.10e-15 3 4
02262608+2739152 136.38 9.14 9.14 0.45 6.48e-15 2 4
02281760+2618443 70.85 8.42 8.42 0.45 6.18e-15 3 4
02454120-0810497 110.66 8.90 8.90 0.46 6.73e-15 1 4
02484080-3132106 89.53 7.55 7.55 0.43 6.04e-15 1 4
03171984+3612364 79.63 8.61 8.61 0.43 7.05e-15 2 4
03200694-0152540 118.17 8.93 8.40 0.43 8.97e-15 2 5
04000780-6116595 91.19 7.75 7.75 0.44 5.08e-15 1 4
05431981-6216411 63.74 8.31 8.31 0.44 5.05e-15 3 4
05521332-1011302 94.97 8.92 8.92 0.43 1.13e-14 2 4
08531896+6828187 173.39 9.34 9.34 0.44 5.91e-15 3 4
10281798-3131049 54.05 7.40 7.40 0.46 4.82e-15 3 4
13171622+0602149 87.09 7.86 7.86 0.46 2.97e-15 1 4
18450069-2730533 117.45 8.14 8.14 0.45 2.44e-15 3 4
05495854+5105350 113.76 8.08 8.08 0.44 8.76e-15 2 4
11285413+3524498 40.00 7.85 7.85 0.45 4.48e-15 3 4
13182915-3213453 85.89 7.83 7.83 0.46 3.02e-15 3 4
13303853+1808042 67.65 7.60 7.60 0.44 3.02e-15 3 4
16001091-6106546 92.85 8.73 8.19 0.45 2.64e-15 2 5
16155290-6050571 72.65 8.49 7.95 0.43 2.64e-15 2 5
00321681-0506347 105.73 8.83 8.83 0.45 4.01e-15 3 4
00393485+0051355 59.91 7.64 7.64 0.44 4.13e-15 2 4
01535510+3613460 68.96 7.62 7.62 0.42 5.94e-15 2 3
02193261-1604110 76.55 7.72 7.72 0.44 5.89e-15 1 4
02322362-5801154 128.22 8.51 8.51 0.44 4.81e-15 3 4
10324868-3423584 42.20 7.91 7.91 0.44 4.82e-15 2 4
10512393+2806429 24.45 6.82 6.82 0.43 5.40e-15 2 4
12261572+0528353 68.84 8.37 8.37 0.46 3.66e-15 3 4
13205961+0858421 144.01 8.32 8.32 0.45 2.89e-15 3 4
16380049+5525372 132.38 9.07 9.07 0.43 3.00e-15 3 4
16583833-6251432 209.99 9.60 9.60 0.46 2.48e-15 3 4
18473570-6317324 65.74 8.38 8.38 0.45 2.45e-15 2 4
20314978+0132415 105.18 8.02 8.02 0.42 2.48e-15 1 4
01373396-4240261 74.12 7.92 7.92 0.44 4.56e-15 1 4
02133833-0043022 81.71 8.07 8.07 0.44 6.70e-15 3 4
02300554-0859535 65.27 8.31 8.31 0.44 6.73e-15 3 4
03095181+4215129 77.54 8.56 8.56 0.42 7.02e-15 2 4
04070375+2919413 92.13 8.84 8.84 0.44 8.47e-15 3 4
07141102+1856424 178.33 9.42 9.42 0.43 1.03e-14 3 4
09451442+0906372 87.49 7.73 7.73 0.43 7.69e-15 1 4
11061090+0420097 98.99 8.78 8.78 0.44 4.48e-15 3 4
12513291-4113391 57.72 7.41 7.41 0.46 3.31e-15 2 4
12521564-0807584 50.58 8.06 8.06 0.41 3.37e-15 1 4
13021828+3253268 130.61 8.45 8.45 0.44 3.17e-15 1 4
14164323+1053070 118.59 8.96 8.96 0.42 2.96e-15 3 4
21090996-0940147 113.43 8.93 8.93 0.43 2.27e-15 3 4
21532345+1531432 128.34 9.05 9.05 0.47 2.58e-15 2 4
22143970-2739472 76.93 8.49 8.49 0.44 2.37e-15 2 4
22243429-6513386 86.02 8.06 8.06 0.43 2.88e-15 3 4
01545983-2601101 121.72 8.96 8.96 0.43 4.78e-15 3 4
03413569+1601136 133.04 8.27 8.27 0.43 9.06e-15 1 4
07014238+4733056 86.67 8.65 8.65 0.44 8.23e-15 3 4
07340715+2305403 126.63 9.03 9.03 0.45 9.62e-15 3 4
12144185-1134581 85.58 8.60 8.60 0.45 3.64e-15 3 4
12433500-3544468 137.61 9.15 9.15 0.46 3.22e-15 3 4
12504658-4153380 42.65 7.90 7.90 0.46 3.31e-15 1 4
14523041+2948259 105.91 8.86 8.86 0.43 2.65e-15 3 4
17161113-7323076 67.61 8.35 8.35 0.43 2.52e-15 1 4
19012871-2434060 127.60 8.13 8.13 0.45 2.44e-15 3 4
19570086+4716448 116.44 8.94 8.41 0.44 2.82e-15 3 5
20000350-3205052 90.35 8.18 8.18 0.45 2.18e-15 1 4
22502399-3651264 88.30 8.11 8.11 0.45 2.43e-15 1 4
22565088-0858025 68.31 7.57 7.57 0.44 2.73e-15 3 4
00140221+4814055 24.37 6.45 6.45 0.44 4.30e-15 3 4
02173809+6912094 96.65 8.91 8.91 0.43 5.67e-15 3 4
06211266+2751224 91.33 8.75 8.22 0.44 1.12e-14 2 5
08000851+5621562 126.46 7.90 7.90 0.44 6.68e-15 1 4
12371321-2003069 133.81 9.09 9.09 0.44 3.49e-15 3 4
16564489-6224112 80.75 7.84 7.84 0.44 2.48e-15 3 4
17112119-2318497 125.90 9.08 9.08 0.44 2.35e-15 2 4
23415266-0838537 143.37 9.11 9.11 0.43 3.12e-15 3 4
00232079+5405429 167.24 9.40 9.40 0.44 4.27e-15 3 4
00404622-3820347 96.78 8.72 8.72 0.43 3.70e-15 3 4
01491165+1251118 107.88 8.84 8.84 0.46 6.11e-15 3 4
03384126+3801209 68.10 8.43 8.43 0.44 8.16e-15 3 4
08271681+2252397 66.67 7.49 7.49 0.45 9.48e-15 1 4
10441877-2249350 65.08 7.82 7.82 0.46 5.05e-15 3 4
10561372-3156174 61.09 7.16 7.16 0.42 4.64e-15 1 4
16124014+3302054 142.30 9.15 9.15 0.45 2.38e-15 3 4
23051883+0011217 89.53 8.12 8.12 0.46 2.73e-15 1 4
03300489-4751421 94.17 8.15 8.15 0.46 5.79e-15 3 4
03304539-0450596 82.79 8.59 8.59 0.44 8.97e-15 1 4
06281236-5717570 94.62 8.73 8.73 0.44 5.74e-15 1 4
07481899+3419557 57.80 7.65 7.65 0.45 8.73e-15 1 4
09103992+1841475 124.55 9.00 9.00 0.46 8.33e-15 3 4
12574048-5323324 107.50 8.95 8.42 0.46 3.42e-15 3 5
14190092-5447141 146.35 9.31 8.77 0.43 2.81e-15 3 5
18342678-5832020 92.12 8.69 8.69 0.44 2.21e-15 3 4
22085827-3506510 132.45 9.04 9.04 0.43 2.43e-15 3 4
00482094-3814038 69.36 8.38 8.38 0.46 3.70e-15 3 4
01150854+5021234 99.55 8.77 8.77 0.44 4.99e-15 2 4
05083542-1710509 50.19 8.08 8.08 0.44 1.00e-14 3 4
05410249-0331245 88.78 7.92 7.92 0.46 1.21e-14 3 4
07345574+3116346 68.86 7.47 7.47 0.44 8.89e-15 1 4
09434038+1103387 96.05 8.75 8.75 0.43 7.47e-15 2 4
14463127+0116286 125.37 9.05 9.05 0.43 2.70e-15 3 4
15020315+2119367 274.27 9.83 9.83 0.45 2.51e-15 3 4
15295535-1837106 122.45 7.97 7.97 0.41 2.62e-15 1 4
16202928+0720576 137.45 9.10 8.56 0.43 2.20e-15 3 5
17123633-2506425 115.53 9.05 8.52 0.44 2.35e-15 3 5
19505643-4012429 86.49 8.69 8.69 0.43 2.19e-15 3 4
21170700-0643281 124.50 8.47 8.47 0.43 2.27e-15 3 4
23521022-2904448 90.35 8.09 8.09 0.38 3.09e-15 1 3
01243451-3310246 115.34 8.11 8.11 0.44 4.44e-15 1 4
01455487+0949225 77.98 7.95 7.95 0.44 6.11e-15 1 4
03194053+4132550 69.81 8.44 8.44 0.40 7.02e-15 1 3
10055537-2303251 62.67 8.28 8.28 0.44 5.15e-15 3 4
11223008+2416457 132.36 9.08 9.08 0.44 4.87e-15 3 4
11295650-5115284 97.55 8.81 8.27 0.44 3.83e-15 3 5
14182261+1111424 112.45 8.33 8.33 0.42 2.96e-15 3 4
17005227+0206066 137.03 9.09 9.09 0.44 2.21e-15 3 4
17332118-6046334 78.33 8.57 8.57 0.43 2.48e-15 1 4
04081898-5845042 118.56 8.10 8.10 0.44 5.08e-15 3 4
07072811+4447236 85.92 8.61 8.61 0.42 8.16e-15 2 4
08502284+5522437 133.23 9.06 9.06 0.46 6.17e-15 3 4
10350859+4505052 109.64 8.34 8.34 0.44 5.20e-15 1 4
12294797-5421487 96.76 8.74 8.21 0.44 3.42e-15 3 5
17435277+0433070 100.93 7.92 7.92 0.44 2.07e-15 3 4
03292383+1345325 85.00 8.68 8.68 0.43 9.06e-15 3 4
11071324+6506063 142.60 9.12 9.12 0.43 4.83e-15 3 4
12511286+0451320 115.08 8.10 8.10 0.43 3.32e-15 3 4
13254646-5509371 115.12 9.05 8.52 0.45 3.20e-15 3 5
20124724-0329004 83.23 7.71 7.71 0.44 2.47e-15 3 4
23434963+2820210 154.86 8.65 8.65 0.46 3.67e-15 1 4
01390634-2954534 81.10 7.51 7.51 0.46 4.78e-15 3 4
03224737-0155218 114.91 8.38 8.38 0.42 8.97e-15 3 4
10344770-2712525 53.67 8.16 8.16 0.44 5.05e-15 2 4
11443893+6757211 42.97 7.89 7.89 0.45 4.83e-15 3 4
11444919+1947419 99.39 6.93 6.93 0.41 4.18e-15 2 3
11550108-0605224 118.44 8.38 8.38 0.43 4.02e-15 3 4
17380739+2242128 109.90 8.86 8.86 0.45 2.10e-15 3 4
18024354-6830424 54.60 8.16 8.16 0.44 2.45e-15 3 4
19430960-0704121 89.12 8.10 8.10 0.46 2.22e-15 1 4
23460346-0153273 95.86 8.20 8.20 0.44 3.11e-15 2 4
03283152+3646347 66.94 8.50 8.50 0.43 8.16e-15 2 4
05250422-7820302 73.26 8.46 8.46 0.43 3.82e-15 2 4
07205386+2319022 80.30 8.57 8.57 0.45 9.62e-15 2 4
11221474+2012310 67.74 7.84 7.84 0.45 4.18e-15 2 4
12472374+3521076 67.88 8.40 8.40 0.46 3.46e-15 3 4
16425629+1915158 150.73 9.23 9.23 0.45 2.16e-15 3 4
22031601+0034163 125.30 8.22 8.22 0.42 2.53e-15 1 4
22321393+1142445 109.17 8.91 8.91 0.45 2.77e-15 3 4
23035707+3009365 96.92 8.74 8.74 0.44 3.09e-15 3 4
23315274+4449167 67.27 8.46 8.46 0.44 3.87e-15 2 4
23503393+2859536 123.99 8.96 8.96 0.43 3.67e-15 3 4
01273255+1910437 70.51 8.40 8.40 0.44 4.78e-15 3 4
02030523+0236514 108.14 7.98 7.98 0.43 6.63e-15 1 4
02254561+2713160 136.38 9.17 9.17 0.43 6.18e-15 2 4
02475404-2602398 89.62 8.64 8.64 0.45 7.39e-15 3 4
04450159+1837048 74.46 7.76 7.76 0.44 1.08e-14 1 4
06015126+3813599 84.44 8.65 8.11 0.43 1.03e-14 3 5
08243364+7400443 31.19 6.67 6.67 0.43 5.91e-15 1 4
10310676+2847470 23.33 7.29 7.29 0.44 5.61e-15 2 4
12222378+4503299 109.94 8.32 8.32 0.44 3.78e-15 2 4
13380361-3352252 50.12 8.07 8.07 0.45 2.94e-15 2 4
19335167-6813397 60.34 7.44 7.44 0.45 2.65e-15 3 4
19492017-5412010 82.06 7.71 7.71 0.45 2.24e-15 3 4
19583088-4048557 77.66 7.64 7.64 0.43 2.19e-15 3 4
22393626-0409322 89.12 7.86 7.86 0.45 2.58e-15 1 4
22535624-0634453 19.23 6.30 6.30 0.45 2.73e-15 1 4
23433227+2718426 126.43 9.23 9.23 0.43 3.67e-15 3 3
01531849-7814209 119.63 8.13 8.13 0.44 3.47e-15 3 4
02074995-3512064 84.78 8.58 8.58 0.45 5.38e-15 3 4
02522129-5756531 114.80 8.10 8.10 0.43 4.54e-15 1 4
06224986+2439027 131.08 9.09 8.56 0.43 1.10e-14 3 5
12433386-2050347 107.13 8.28 8.28 0.43 3.36e-15 3 4
13093325+5329391 133.27 8.23 8.23 0.41 3.65e-15 2 4
15025324+1655087 96.73 7.99 7.99 0.43 2.61e-15 3 4
16242743+1928573 155.31 9.20 9.20 0.44 2.27e-15 3 4
18140962+3040269 70.96 8.42 8.42 0.44 2.23e-15 3 4
19111910-2413058 283.69 9.78 9.78 0.45 2.15e-15 3 4
21093522-4918132 35.73 7.82 7.82 0.45 2.36e-15 3 4
00103277+2859464 107.64 8.03 8.03 0.44 4.05e-15 1 4
01234572-5848208 199.80 8.30 8.30 0.10 4.06e-15 3 2
02021465-0250415 99.08 8.78 8.78 0.45 6.70e-15 1 4
02352939+3731079 52.59 7.54 7.54 0.44 6.23e-15 3 4
05114160-0305303 104.99 7.98 7.98 0.45 1.14e-14 3 4
20310163-0156074 88.02 8.70 8.70 0.42 2.48e-15 2 4
21005127+1618164 130.32 9.06 9.06 0.43 2.19e-15 3 4
23373116-1937140 123.59 8.98 8.98 0.45 3.00e-15 1 4
00042665+4729250 73.83 7.93 7.93 0.44 4.30e-15 2 4
02155114+3554488 113.33 8.07 8.07 0.43 5.94e-15 3 4
02591060-0428200 57.79 7.41 7.41 0.44 7.92e-15 3 4
04472741+2359013 51.68 8.37 7.84 0.44 9.50e-15 3 5
09152266-2523241 240.38 9.71 9.71 0.43 7.21e-15 3 4
11120331+2735227 154.73 8.94 8.94 0.38 4.87e-15 3 3
13072063-5606592 105.93 8.90 8.90 0.44 3.20e-15 3 4
13325681+1638150 101.37 8.80 8.80 0.44 3.02e-15 2 4
18460262-5046279 87.49 8.05 8.05 0.44 2.29e-15 1 4
02321943-3312086 88.17 8.14 8.14 0.44 6.04e-15 3 4
02453726-2757398 79.06 7.98 7.98 0.43 6.04e-15 1 4
03204541-0102407 87.72 8.12 8.12 0.45 8.97e-15 3 4
04373798-0453148 53.46 7.19 7.19 0.44 1.04e-14 3 4
06134380-4247401 93.32 8.71 8.71 0.45 7.16e-15 1 4
07212664+2311167 80.30 7.61 7.61 0.44 9.62e-15 2 4
09242552-3845406 71.34 8.46 7.93 0.43 5.26e-15 2 5
13102748+1826172 50.58 7.24 7.24 0.43 3.14e-15 1 4
13553434+5944341 13.80 6.82 6.82 0.45 3.66e-15 1 4
16174059+3500154 138.02 9.12 9.12 0.44 2.63e-15 1 4
19380939+3656463 124.67 9.00 8.47 0.45 2.42e-15 2 5
22571409-4746455 77.28 8.00 8.00 0.44 2.76e-15 3 4
23183020+1841208 173.76 9.05 9.05 0.38 3.16e-15 1 3
00471856+2749398 69.61 7.68 7.68 0.45 4.22e-15 2 4
03030385+0423344 97.52 7.93 7.93 0.44 8.02e-15 3 4
03175112+4127024 77.54 8.52 8.52 0.44 7.02e-15 2 4
04484738+2845197 43.78 8.07 8.07 0.45 9.65e-15 3 4
08300254+2129184 69.24 7.82 7.82 0.43 8.95e-15 2 4
08464397+0232144 123.02 8.18 8.18 0.45 9.77e-15 3 4
09435919+4225588 79.91 8.54 8.54 0.44 6.30e-15 2 4
10061207-0133115 146.74 9.24 9.24 0.44 6.39e-15 3 4
10432955+3941144 104.91 8.79 8.79 0.42 4.82e-15 3 4
11021738-4222203 92.74 8.16 8.16 0.43 4.60e-15 3 4
16440927+0726429 143.72 9.25 9.25 0.44 2.17e-15 3 4
17223430+0057287 131.05 8.29 8.29 0.44 2.17e-15 3 4
22361119-8103536 65.26 7.52 7.52 0.45 3.07e-15 3 4
23524516-6038090 109.44 7.82 7.82 0.45 3.27e-15 3 4
03195720+0335244 130.61 8.24 8.24 0.45 8.97e-15 1 4
04514224-0613532 57.80 7.40 7.40 0.43 1.04e-14 1 4
06214003-6502001 106.63 8.45 8.45 0.39 4.63e-15 2 3
09535103-0747341 88.47 8.11 8.11 0.44 6.84e-15 3 4
11322802+6230260 91.19 7.87 7.87 0.43 4.77e-15 1 4
12553873-3932261 63.21 7.57 7.57 0.43 3.31e-15 2 4
16031495-2219219 83.55 7.69 7.69 0.45 2.41e-15 1 4
17115542-2309423 125.90 9.10 9.10 0.44 2.35e-15 2 4
00011976+3431326 69.11 7.83 7.83 0.44 3.78e-15 3 4
01360013+0039481 69.63 7.47 7.47 0.43 5.94e-15 3 4
03095738+4207029 127.97 9.09 9.09 0.45 7.02e-15 3 4
04402651-4437590 141.29 9.19 9.19 0.43 6.78e-15 3 4
04475180-1531305 181.95 9.39 9.39 0.45 9.91e-15 1 4
04553031-3148366 109.14 8.06 8.06 0.44 8.57e-15 1 4
05162118-1033418 121.60 8.07 8.07 0.43 1.00e-14 3 4
05232341+4633162 86.57 8.76 8.23 0.45 8.76e-15 3 5
05342166-2332001 24.00 6.85 6.85 0.43 1.09e-14 2 4
06372127+6751353 75.85 7.44 7.44 0.40 6.72e-15 3 3
09013807-2447254 110.08 8.34 8.34 0.44 7.21e-15 3 4
11275408-4136525 82.35 7.69 7.69 0.44 4.02e-15 3 4
12061058+2533252 97.17 8.78 8.78 0.44 4.03e-15 3 4
13413668-2954472  5.13 5.73 5.19 0.45 2.69e-15 1 5
13520854-1037129 112.57 7.80 7.80 0.43 2.72e-15 3 4
14043536-1013156 164.25 9.32 9.32 0.44 2.72e-15 3 4
14343517-2759428 55.71 7.11 7.11 0.44 2.60e-15 1 4
18225352-5629083 79.58 7.66 7.66 0.40 2.16e-15 3 3
18303030+0653045 141.33 9.15 8.61 0.42 2.11e-15 3 5
19322014-2923090 104.93 8.03 8.03 0.44 2.18e-15 3 4
21015228-1351095 101.85 8.77 8.77 0.44 2.14e-15 1 4
23351046+0457511 80.53 8.62 8.62 0.44 3.59e-15 2 4
00422206+2938298 72.71 7.60 7.60 0.43 4.05e-15 2 4
01575535-3259131 53.62 7.61 7.61 0.44 4.78e-15 3 4
03071939+0428073 113.75 8.92 8.92 0.44 8.02e-15 3 4
03161580+4110507 77.54 8.58 8.58 0.44 7.02e-15 2 4
09225304+2158309 148.09 8.28 8.28 0.45 8.33e-15 3 4
10592172-4328237 68.86 8.45 8.45 0.46 4.60e-15 1 4
12534005-2639144 46.19 8.02 8.02 0.44 3.36e-15 2 4
15493826+4202035 146.55 9.17 9.17 0.45 2.81e-15 3 4
19383827-3653491 94.55 8.74 8.74 0.44 2.19e-15 3 4
19484819-1034113 108.67 7.75 7.75 0.44 2.22e-15 2 4
19562510-3209101 86.33 8.10 8.10 0.45 2.18e-15 2 4
20512591+1858040 124.68 8.18 8.18 0.45 2.46e-15 3 4
21390232-2247330 147.17 8.36 8.36 0.44 2.26e-15 3 4
22224307-1852490 100.46 8.21 8.21 0.43 2.43e-15 1 4
02015994+2105476 125.29 8.99 8.99 0.45 5.71e-15 3 4
05194486-2503514 143.21 9.18 9.18 0.43 9.75e-15 1 4
06015552-1756274 119.58 8.97 8.97 0.43 1.05e-14 2 4
07491955+2149595 103.86 8.84 8.84 0.44 1.04e-14 3 4
13282558-1605326 66.06 7.80 7.80 0.45 2.97e-15 1 4
13571358+7336599 104.55 8.81 8.81 0.47 4.29e-15 3 4
15215529+0825259 138.66 8.79 8.79 0.39 2.38e-15 1 3
15433394+0452190 177.50 9.37 9.37 0.42 2.41e-15 3 4
16142542-6103398 72.65 8.51 7.98 0.44 2.64e-15 2 5
20222151+0625475 71.77 7.62 7.62 0.43 2.57e-15 1 4
22155947+1407298 111.00 8.89 8.89 0.44 2.77e-15 2 4
00265651+5001506 55.20 7.23 7.23 0.43 4.30e-15 1 4
01221750+5002090 89.34 8.67 8.67 0.44 4.99e-15 2 4
02254763+2714330 136.38 9.08 9.08 0.44 6.18e-15 2 4
06514792+2728537 93.75 7.87 7.87 0.44 1.10e-14 1 4
09185458+5001143 148.92 9.21 9.21 0.43 6.34e-15 3 4
10081231+0958374 121.73 8.95 8.95 0.44 6.74e-15 3 4
10472659+0602529 89.65 8.63 8.63 0.42 5.09e-15 3 4
15362709+4331075 88.43 7.82 7.82 0.43 2.73e-15 2 4
16194809+3746282 142.09 8.55 8.55 0.43 2.63e-15 2 4
17545032+6238422 96.38 8.76 8.76 0.43 3.14e-15 1 4
18320606+3102344 100.07 8.24 8.24 0.44 2.23e-15 3 4
19593512+5028205 111.92 8.92 8.92 0.45 2.82e-15 2 4
22012356-0345241 85.50 8.64 8.64 0.43 2.53e-15 1 4
23411609+2533044 130.95 7.63 7.63 0.44 3.65e-15 3 4
00522283-3500026 189.89 8.87 8.87 0.44 3.70e-15 3 4
01240753-0151366 62.51 8.28 8.28 0.45 5.17e-15 1 4
03332769-2133530 22.85 7.27 7.27 0.45 8.06e-15 2 4
09384831+4834221 111.98 8.88 8.88 0.44 5.76e-15 2 4
12053741+2033207 107.23 8.84 8.84 0.44 3.63e-15 2 4
14371464+3827150 42.46 7.02 7.02 0.44 3.00e-15 1 4
15522859+7022305 165.48 9.28 9.28 0.44 3.70e-15 3 4
16144524-6101507 72.65 8.44 7.90 0.45 2.64e-15 2 5
22230318+3603161 82.83 7.99 7.99 0.45 2.97e-15 2 4
01422536-1618012 74.55 7.63 7.63 0.42 4.64e-15 3 4
01544080-5539458 80.53 8.54 8.54 0.42 4.28e-15 1 4
03155217-0337475 53.10 7.40 7.40 0.45 8.97e-15 3 4
04042190-4756598 59.19 7.72 7.72 0.44 5.79e-15 3 4
06164203+6630240 62.26 8.33 8.33 0.44 6.72e-15 2 4
11031448+0320321 114.13 8.07 8.07 0.43 4.48e-15 3 4
11064649-0554412 105.01 8.80 8.80 0.42 4.68e-15 3 4
12544419+1314137 13.67 6.21 6.21 0.45 3.77e-15 3 4
14005010+3909220 87.61 8.66 8.66 0.44 3.24e-15 2 4
17131749-2334290 125.90 9.13 9.13 0.43 2.35e-15 2 4
23443553+1141139 93.76 8.74 8.74 0.42 3.59e-15 3 4
00281490+3048117 90.35 7.74 7.74 0.44 4.05e-15 1 4
02545299-1539094 99.54 8.76 8.76 0.45 7.37e-15 1 4
04575773+0047499 52.36 8.11 8.11 0.43 1.20e-14 3 4
06290572+2432024 138.83 9.13 9.13 0.44 1.10e-14 3 4
08545639-6349158 92.28 8.11 8.11 0.45 4.79e-15 2 4
12383544+0239267 17.76 7.17 7.17 0.44 3.32e-15 2 4
13413932+0501584 103.85 8.79 8.79 0.45 2.97e-15 2 4
21264445-3429565 40.96 7.86 7.86 0.44 2.35e-15 3 4
01032634+3214144 64.26 7.79 7.79 0.43 4.67e-15 1 4
02221549-5106296 200.98 9.46 9.46 0.41 4.81e-15 3 4
05580431-1636367 112.84 7.79 7.79 0.43 1.05e-14 2 4
06140784+5104033 156.80 8.29 8.29 0.44 8.66e-15 3 4
10284047+7948470 136.52 8.30 8.30 0.44 5.17e-15 3 4
11053683+5631296 120.44 8.16 8.16 0.44 4.45e-15 3 4
11331580+2426493 104.93 8.02 8.02 0.43 4.87e-15 3 4
13401260+0228483 107.24 8.02 8.02 0.44 2.97e-15 3 4
14304364+2910503 66.08 7.80 7.80 0.45 2.65e-15 2 4
17200002-1906259 133.99 9.14 9.14 0.42 2.31e-15 3 4
17443385+4806507 134.14 8.49 8.49 0.43 2.95e-15 3 4
23114422-6805386 125.84 8.43 8.43 0.44 3.18e-15 3 4
01145624+3156546 71.31 7.17 7.17 0.41 4.67e-15 2 3
07574566+3233295 78.64 8.51 8.51 0.44 8.89e-15 2 4
08382409+2545167 86.69 8.05 8.05 0.43 8.35e-15 1 4
09372979+2309421 112.11 7.93 7.93 0.42 7.01e-15 2 4
15102940-4016495 119.91 8.39 8.39 0.44 2.86e-15 3 4
16020801+1541472 150.64 9.13 9.13 0.44 2.27e-15 1 4
17315029+5936555 156.21 9.24 9.24 0.44 3.14e-15 3 4
20033696-2952264 79.18 8.53 8.53 0.43 2.18e-15 3 4
02434931-5954484 92.33 7.60 7.60 0.42 4.54e-15 3 4
03543035+1042255 71.30 7.90 7.90 0.45 9.76e-15 3 4
06031103+4956224 80.33 8.58 8.58 0.45 8.66e-15 3 4
08492512-0640492 108.14 8.83 8.83 0.43 8.80e-15 1 4
11084041+5713485 32.64 7.07 7.07 0.43 4.77e-15 3 4
11092907-1400006 115.66 7.96 7.96 0.44 4.56e-15 2 4
11525659+2028445 101.19 8.24 8.24 0.45 4.18e-15 2 4
16062998-6742598 74.56 8.51 8.51 0.44 2.68e-15 3 4
16400791+5837025 82.56 8.80 8.80 0.42 3.34e-15 3 3
16470807-0730242 89.30 7.90 7.90 0.44 2.20e-15 2 4
20005562-3841481 82.79 8.37 8.37 0.41 2.19e-15 1 3
20481970-3540364 92.04 8.72 8.72 0.43 2.19e-15 1 4
22245057-3119327 120.33 8.95 8.95 0.44 2.37e-15 2 4
23040506-4708254 212.57 9.53 9.53 0.44 2.76e-15 3 4
